Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Compared to National,Denominator,Score,Start Date,End Date,EDAC_30_AMI Denominator,EDAC_30_AMI Score,EDAC_30_HF Denominator,EDAC_30_HF Score,EDAC_30_PN Denominator,EDAC_30_PN Score,OP_32 Denominator,OP_32 Score,OP_35_ADM Denominator,OP_35_ADM Score,OP_35_ED Denominator,OP_35_ED Score,OP_36 Denominator,OP_36 Score,READM_30_AMI Denominator,READM_30_AMI Score,READM_30_CABG Denominator,READM_30_CABG Score,READM_30_COPD Denominator,READM_30_COPD Score,READM_30_HF Denominator,READM_30_HF Score,READM_30_HIP_KNEE Denominator,READM_30_HIP_KNEE Score,READM_30_HOSP_WIDE Denominator,READM_30_HOSP_WIDE Score,READM_30_PN Denominator,READM_30_PN Score
251326,JEFFERSON DAVIS GENERAL HOSPITAL,1102 ROSE STREET,PRENTISS,MS,39474,Jefferson Davis,(601) 792-4276,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251327,COPIAH COUNTY MEDICAL CENTER,21790 HIGHWAY 28,HAZLEHURST,MS,39083,Copiah,(601) 574-7000,1,0,0,7/1/17,12/1/19,0,0,29,4.5,76,-19,163,15.2,0,0,0,0,0,0,0,0,0,0,27,20,29,21.9,0,0,70,15.7,76,16.6
251329,GREENE COUNTY HOSPITAL CAH,1017 JACKSON STREET,LEAKESVILLE,MS,39451,Greene,(601) 394-4135,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251330,FRANKLIN COUNTY MEMORIAL HOSPITAL,40 UNION CHURCH RD,MEADVILLE,MS,39653,Franklin,(601) 384-5801,0,0,0,7/1/17,12/1/19,0,0,27,-0.1,31,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22.5,0,0,0,0,31,16.6
251331,"BAPTIST MEMORIAL HOSPITAL - CALHOUN, INC.",140 BURKE-CALHOUN CITY ROAD,CALHOUN CITY,MS,38916,Calhoun,(662) 628-6611,0,0,0,7/1/17,12/1/19,0,0,0,0,49,4.7,0,0,0,0,0,0,0,0,0,0,0,0,27,19.2,0,0,0,0,59,14.9,49,16
251333,PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,POPLARVILLE,MS,39470,Pearl River,(601) 795-4543,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251334,CHOCTAW REGIONAL MEDICAL CENTER,8613 MS HWY 12,ACKERMAN,MS,39735,Choctaw,(662) 285-4400,0,0,0,7/1/17,12/1/19,0,0,0,0,52,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15.2,52,16.3
251335,JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DE KALB,MS,39328,Kemper,(769) 486-1000,0,0,0,7/1/17,12/1/19,0,0,0,0,25,-15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.2
251336,BAPTIST MEDICAL CENTER ATTALA,220 HWY 12 WEST,KOSCIUSKO,MS,39090,Attala,(662) 289-4311,0,0,0,7/1/17,12/1/19,0,0,26,61,101,-8.1,239,15.7,0,0,0,0,0,0,0,0,0,0,0,0,26,22.4,0,0,60,14.9,101,16.8
251337,TIPPAH COUNTY HOSPITAL,1005 CITY AVE NORTH,RIPLEY,MS,38663,Tippah,(662) 837-9221,1,0,0,7/1/17,12/1/19,0,0,36,15.1,109,-23.1,0,0,0,0,0,0,0,0,0,0,0,0,58,18.8,36,21.3,0,0,113,14.7,109,15.4
251338,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,Sharkey,(662) 873-4395,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260001,MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,MO,64804,Jasper,(417) 781-2727,1,168,27.9,7/1/17,12/1/19,168,27.9,504,34.6,670,20.9,1204,19.3,179,13.4,179,4.7,398,1,168,17.4,71,16.6,237,19.5,504,25.7,0,0,1074,17.2,670,18.3
260005,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301,Saint Charles,(636) 947-5000,0,116,-23.2,7/1/17,12/1/19,116,-23.2,362,15.6,291,4.2,485,18.1,0,0,0,0,370,0.9,116,15.2,53,12.3,184,20.3,362,23,92,3.8,741,15.4,291,15.8
260006,MOSAIC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,MO,64506,Buchanan,(816) 271-6000,1,363,25.1,7/1/17,12/1/19,363,25.1,764,10.9,1160,14.3,991,17,329,13.9,329,6.4,726,1.1,363,17.1,201,10.4,587,18.8,764,22.4,602,4.1,1947,15.8,1160,17.3
260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,MO,65302,Pettis,(660) 826-8833,0,29,-16.5,7/1/17,12/1/19,29,-16.5,239,37.9,235,31.3,118,15.4,100,10.5,100,4.9,277,0.8,29,15.9,0,0,399,20.4,239,23.5,215,4.2,527,15.9,235,16.2
260011,SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,2505 MISSION DRIVE,JEFFERSON CITY,MO,65109,Cole,(573) 681-3000,1,106,30.8,7/1/17,12/1/19,106,30.8,231,21.9,407,37.6,800,17.6,0,0,0,0,356,0.9,106,15.7,32,10.8,233,19.4,231,20.4,243,3.2,642,15.6,407,19.1
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,MO,65401,Phelps,(573) 458-8899,0,53,-29.7,7/1/17,12/1/19,53,-29.7,268,9.5,330,20.6,905,16.4,130,10.2,130,5.4,419,0.8,53,15.4,0,0,206,18.1,268,21.9,145,3.7,698,15.6,330,16.9
260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,Saint Louis,(314) 251-6000,1,210,35.9,7/1/17,12/1/19,210,35.9,942,1.4,737,15.6,6034,14.5,485,12,485,5.3,1328,0.8,210,18.3,159,9.4,237,19.9,942,21.9,735,3.9,2242,14.3,737,18.2
260022,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,MO,63501,Adair,(660) 785-1000,0,48,-2,7/1/17,12/1/19,48,-2,89,18.6,179,13.6,552,14.7,0,0,0,0,120,1.1,48,16.1,0,0,62,18.8,89,22.7,47,3.9,245,14.7,179,16.3
260023,MERCY HOSPITAL JEFFERSON,1400 US HIGHWAY 61,FESTUS,MO,63028,Jefferson,(636) 933-1000,1,173,31.6,7/1/17,12/1/19,173,31.6,517,8.5,361,10.4,536,16.1,161,14.8,161,4.6,367,1,173,17.1,0,0,206,21.3,517,21.8,59,3.8,724,16.5,361,16.7
260024,TEXAS COUNTY MEMORIAL HOSPITAL,1333 SAM HOUSTON BOULEVARD,HOUSTON,MO,65483,Texas,(417) 967-3311,1,0,0,7/1/17,12/1/19,0,0,50,31.6,178,24.7,220,18.5,0,0,0,0,0,0,0,0,0,0,97,20.5,50,23.3,0,0,125,15.9,178,17.2
260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,MO,63401,Marion,(573) 248-1300,0,57,4,7/1/17,12/1/19,57,4,284,4.4,454,11.2,273,18,37,11.7,37,6.4,194,1.1,57,15.4,0,0,335,23.7,284,22.5,219,4.2,609,16,454,16.6
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,Jackson,(816) 276-4000,0,132,-1.3,7/1/17,12/1/19,132,-1.3,217,19.6,191,6.6,523,18.9,145,14.1,145,4.7,357,1.1,132,17.2,46,13.5,79,18.4,217,21.9,64,4.2,979,15.6,191,17
26002F,General Leonard Wood ACH (FT Leonard Wood),126 Missouri Avenue,Fort Leonard Wood,MO,65473,Pulaski,(573) 596-0035,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,Saint Louis City,(314) 747-3000,1,361,20.7,7/1/17,12/1/19,361,20.7,897,28,498,50,1467,18.5,465,15.4,465,4.8,1766,1,361,16.7,152,13.1,244,20.5,897,22.3,449,4.1,3922,16.1,498,17.9
260034,BATES COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,BUTLER,MO,64730,Bates,(660) 200-7000,1,0,0,7/1/17,12/1/19,0,0,57,-0.3,94,-2,215,20.4,0,0,0,0,35,1.2,0,0,0,0,82,19.4,57,21.4,0,0,103,15.7,94,16.6
260040,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,Greene,(417) 269-6000,1,352,33.6,7/1/17,12/1/19,352,33.6,784,15.1,926,11,3863,19.1,187,14.8,187,5.8,1632,0.8,352,17.8,213,13.7,449,20.4,784,22.1,708,3.4,2244,15.7,926,16.2
260047,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,MO,65102,Cole,(573) 632-5000,0,145,-31.7,7/1/17,12/1/19,145,-31.7,288,2.1,306,-22,1257,15.6,119,10,119,7.6,458,0.8,145,14.6,33,12.3,273,18.6,288,23.3,201,4.5,598,15.2,306,15.9
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,Jackson,(816) 404-1000,1,0,0,7/1/17,12/1/19,0,0,62,11.5,53,52.4,265,21,56,10.3,56,6.1,51,0.9,0,0,0,0,48,19.9,62,22.3,0,0,153,15.6,53,16.8
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,Jackson,(816) 861-4700,0,94,14.6,7/1/17,12/1/19,94,14.6,437,-0.3,403,-23,0,0,0,0,0,0,0,0,94,17.2,0,0,372,20.7,437,22.8,227,4,1315,15.9,403,16.5
260050,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,Nodaway,(660) 562-2600,1,0,0,7/1/17,12/1/19,0,0,27,-33.4,133,-35.5,328,15.3,0,0,0,0,52,1,0,0,0,0,38,20.1,27,20.9,0,0,113,15,133,15.3
260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,63090,Franklin,(636) 239-8000,0,114,3.7,7/1/17,12/1/19,114,3.7,295,-31,292,-21.2,1276,15.6,121,12.3,121,6.5,364,1,114,16.2,0,0,123,20.1,295,20.1,222,4.1,464,15.6,292,16.3
260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,MO,64429,Clinton,(816) 632-2101,1,0,0,7/1/17,12/1/19,0,0,73,-15.5,218,-6.1,262,15.7,0,0,0,0,80,0.9,0,0,0,0,101,18.8,73,22.3,68,3.9,193,15.8,218,16.6
260059,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,LEBANON,MO,65536,Laclede,(417) 533-6100,1,0,0,7/1/17,12/1/19,0,0,99,-38.2,148,-11.5,813,17.1,104,12.6,104,5.5,131,1,0,0,0,0,90,18.9,99,21.5,107,3.9,125,15,148,17.2
260061,NEVADA REGIONAL MEDICAL CENTER,800 S ASH ST,NEVADA,MO,64772,Vernon,(417) 667-3355,1,0,0,7/1/17,12/1/19,0,0,50,-18.3,88,-23.3,287,17.4,0,0,0,0,44,0.9,0,0,0,0,52,18.9,50,20.8,0,0,76,14.6,88,16.4
260062,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,Platte,(816) 891-6000,1,113,27.8,7/1/17,12/1/19,113,27.8,276,-6.5,263,21.7,550,19.1,0,0,0,0,247,1.1,113,16.1,0,0,147,20.9,276,22.4,138,3.9,609,14.8,263,15.6
260064,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,620 E MONROE,MEXICO,MO,65265,Audrain,(573) 582-5000,0,39,-21.9,7/1/17,12/1/19,39,-21.9,117,-34.9,147,-21.1,355,18.1,27,10.8,27,7.1,56,1,39,15.5,0,0,65,19.1,117,20.1,34,4.5,118,15,147,16.5
260065,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,SPRINGFIELD,MO,65804,Greene,(417) 820-2000,0,464,-15.8,7/1/17,12/1/19,464,-15.8,1069,-2.1,1017,-5.5,5089,13.2,400,15.4,400,6,1901,0.8,464,14.6,196,11.8,449,19.6,1069,20.9,1282,3.3,2563,15.1,1017,15.9
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,Boone,(573) 815-8000,0,332,-4.4,7/1/17,12/1/19,332,-4.4,619,-29.4,630,17.2,1005,18.2,49,11.4,49,6.6,1035,0.7,332,16.2,160,11.9,195,20.4,619,18.7,998,3.6,1954,14.3,630,17
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,Pemiscot,(573) 359-1372,1,0,0,7/1/17,12/1/19,0,0,45,64.2,61,-4.1,0,0,0,0,0,0,81,0.9,0,0,0,0,129,19.4,45,23,0,0,98,15.8,61,16.5
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,Randolph,(660) 263-8400,1,0,0,7/1/17,12/1/19,0,0,63,24,109,-14.8,196,16.5,0,0,0,0,102,1.1,0,0,0,0,91,20.2,63,22.7,42,3.9,148,15.5,109,16.4
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,Saint Louis,(314) 525-1000,0,244,3.9,7/1/17,12/1/19,244,3.9,1100,7.3,805,33.2,1456,16.6,85,11.8,85,5.9,678,1,244,14.9,90,12.3,447,21.9,1100,20.4,486,5.6,2390,14.9,805,20
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,Howell,(417) 256-9111,0,116,-22.2,7/1/17,12/1/19,116,-22.2,231,-9.8,333,-6.3,517,19.3,185,13.2,185,5.7,220,0.8,116,16.6,0,0,211,18.8,231,21.7,94,4,562,14.9,333,15.7
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,Butler,(573) 686-4151,1,0,0,7/1/17,12/1/19,0,0,65,-36.7,167,-30.4,0,0,0,0,0,0,0,0,0,0,0,0,77,19.7,65,20.6,0,0,116,16.1,167,16.4
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,Saint Louis,(636) 496-2000,0,173,2.2,7/1/17,12/1/19,173,2.2,468,16.7,334,-11.2,706,16,0,0,0,0,373,0.8,173,15.4,28,11.7,182,19.2,468,21.5,283,4.6,779,14.9,334,15
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,Jackson,(816) 942-4400,0,124,12.9,7/1/17,12/1/19,124,12.9,208,8,517,-4.2,586,15.4,0,0,0,0,127,1.4,124,15.7,29,11,89,20.4,208,21.8,165,4,706,15.3,517,17.2
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,RICHMOND HEIGHTS,MO,63117,Saint Louis,(314) 768-8000,0,98,-21.3,7/1/17,12/1/19,98,-21.3,403,-12.1,295,17.2,1201,15.2,159,11.2,159,6.1,251,1.1,98,14.8,0,0,120,19.9,403,19.4,139,3.9,684,14.6,295,16.8
260094,COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,MO,65615,Taney,(417) 335-7000,0,184,-4.6,7/1/17,12/1/19,184,-4.6,346,-4,388,-9.4,791,15.7,86,11,86,6,239,0.9,184,15.1,0,0,183,18.2,346,21.8,72,3.7,643,15.1,388,16.7
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,Jackson,(816) 698-7000,1,112,37,7/1/17,12/1/19,112,37,296,26.7,490,25.9,180,18.9,92,14,92,4.7,178,1.2,112,16.9,36,13,248,18.4,296,21.8,298,4.2,1272,16.5,490,18.8
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,Clay,(816) 691-2000,0,239,-9,7/1/17,12/1/19,239,-9,854,-19.2,1064,10.4,1707,18,0,0,0,0,901,1,239,16.1,98,12.6,386,19.2,854,18.6,809,4.6,2136,16.3,1064,16.5
260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,MO,64093,Johnson,(660) 747-2500,1,0,0,7/1/17,12/1/19,0,0,109,10.7,216,-14.3,623,16,31,11.3,31,6.9,179,0.9,0,0,0,0,64,19.3,109,21.5,108,4.1,226,15.3,216,16.3
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,Saint Louis City,(314) 652-4100,0,135,19.2,7/1/17,12/1/19,135,19.2,671,-11.6,248,-16.1,0,0,0,0,0,0,0,0,135,17.1,0,0,233,18.6,671,22.9,88,4,1373,16.1,248,15.4
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,Jackson,(816) 404-7000,0,0,0,7/1/17,12/1/19,0,0,28,-23.2,41,-10.7,112,15.9,0,0,0,0,66,0.9,0,0,0,0,0,0,28,22.5,145,4.5,115,15.7,41,16.8
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,Saint Louis,(314) 344-6000,0,168,8.3,7/1/17,12/1/19,168,8.3,563,26.3,386,49.4,896,18.1,267,12.9,267,4.6,560,1,168,16.5,0,0,227,21.2,563,21.8,797,3.9,1273,16,386,17.6
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,63110,Saint Louis City,(314) 577-8000,1,105,51.6,7/1/17,12/1/19,105,51.6,162,47.3,150,36.9,308,17.3,120,11.7,120,6.2,272,0.9,105,17.6,25,13.5,58,20.7,162,21.1,0,0,766,15.9,150,19.1
260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTRY,MO,63131,Saint Louis,(314) 996-5000,1,317,23.4,7/1/17,12/1/19,317,23.4,1001,13.2,874,7,1801,15.5,314,13.2,314,5.8,753,1,317,15.5,158,11.6,272,18.1,1001,22.9,413,4.2,2510,15.3,874,16.8
260110,SOUTHEASTHEALTH,1701 LACEY ST,CAPE GIRARDEAU,MO,63701,Cape Girardeau,(573) 334-4822,0,162,12.9,7/1/17,12/1/19,162,12.9,223,-5.6,553,24.8,821,16.5,273,12.5,273,5.9,534,0.8,162,16.1,103,12.6,182,20.6,223,19.9,98,4.1,959,15.6,553,18.3
260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,MO,63801,Scott,(573) 471-1600,1,0,0,7/1/17,12/1/19,0,0,272,-0.4,191,-40.1,541,18.3,31,11.4,31,5.6,150,1.2,0,0,0,0,174,19,272,23.3,40,4.1,376,15.3,191,15.1
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,MO,63901,Butler,(573) 785-7721,1,183,29.6,7/1/17,12/1/19,183,29.6,378,-1.7,635,32.5,763,15.1,115,11.2,115,9,256,1.1,183,15.6,0,0,379,20.9,378,23.1,88,4.1,764,14.9,635,19.6
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,Jasper,(417) 347-1111,1,337,37.8,7/1/17,12/1/19,337,37.8,508,15.2,496,-14.8,609,17.9,381,9.8,381,6.9,757,1,337,15.9,88,11.8,354,19.2,508,20.3,701,3.4,1607,14.5,496,15
260138,ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,Jackson,(816) 932-2000,0,292,6.6,7/1/17,12/1/19,292,6.6,665,22.2,393,48.9,800,18.6,480,13.3,480,6.1,854,0.9,292,16.3,204,12.4,190,21.8,665,21.9,110,3.7,2100,15.6,393,18.4
260141,UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE,COLUMBIA,MO,65212,Boone,(573) 882-4141,0,204,10.7,7/1/17,12/1/19,204,10.7,362,33.8,390,26.3,1177,13.6,275,11.1,275,7.4,1124,0.8,204,15.9,43,12.5,220,19.6,362,25.5,406,3.8,1649,15.7,390,17
260142,FITZGIBBON MEMORIAL HOSPITAL,2305 S 65 HIGHWAY,MARSHALL,MO,65340,Saline,(660) 886-7431,1,0,0,7/1/17,12/1/19,0,0,83,-27,117,7.8,383,16.1,26,11.7,26,5.8,103,1.1,0,0,0,0,91,20,83,22.9,0,0,141,16.3,117,17.1
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,1200 N ONE MILE RD,DEXTER,MO,63841,Stoddard,(573) 624-5566,1,0,0,7/1/17,12/1/19,0,0,65,-12.2,154,8,51,16.5,38,12,38,6.7,0,0,0,0,0,0,104,20,65,22.5,0,0,112,15.3,154,18.2
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,Saint Louis,(314) 996-8000,0,0,0,7/1/17,12/1/19,0,0,29,88,34,-1.3,1653,19,0,0,0,0,384,0.8,0,0,0,0,0,0,29,23,377,3.4,232,15.2,34,17.3
260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,MO,63640,Saint Francois,(573) 431-6005,1,0,0,7/1/17,12/1/19,0,0,232,22,318,-0.9,620,16.6,47,10.4,47,7.7,71,0.9,0,0,0,0,167,20.3,232,23.7,68,3.9,318,14.3,318,16.1
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,MO,64735,Henry,(660) 885-5511,1,0,0,7/1/17,12/1/19,0,0,121,1.8,186,-9.9,732,16.1,66,12.1,66,5.8,211,0.8,0,0,0,0,98,20.1,121,20.8,112,5.1,261,14.8,186,17.4
260176,ST LUKE'S DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,Saint Louis,(314) 966-9100,0,64,-31.5,7/1/17,12/1/19,64,-31.5,83,13.6,61,1,197,17.4,0,0,0,0,250,0.9,64,16.2,0,0,29,19.6,83,24,399,4.4,295,15.5,61,16.7
260177,NEW LIBERTY HOSPITAL DISTRICT,2525 GLENN HENDREN DR,LIBERTY,MO,64069,Clay,(816) 781-7200,0,137,-6.2,7/1/17,12/1/19,137,-6.2,298,15.7,363,24,270,18,0,0,0,0,452,0.9,137,15.1,117,13.5,327,19.9,298,22.2,250,4,855,15.2,363,17.6
260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,Saint Louis,(314) 434-1500,0,311,7.2,7/1/17,12/1/19,311,7.2,810,10.1,949,26.5,2521,19.3,184,14.8,184,5.9,1075,0.8,311,15.8,174,10.1,318,20.9,810,20.2,973,3.2,2140,14.4,949,17.8
260180,CHRISTIAN HOSPITAL NORTHEAST,11133 DUNN ROAD,SAINT LOUIS,MO,63136,Saint Louis,(314) 653-5000,0,164,4.9,7/1/17,12/1/19,164,4.9,589,9.3,307,20.2,464,23,0,0,0,0,254,0.8,164,15.4,76,12.6,287,20.4,589,22,71,4.8,963,15,307,17.3
260183,SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,Cape Girardeau,(573) 331-3000,1,149,23.9,7/1/17,12/1/19,149,23.9,532,-25.6,429,-23.8,2130,14.1,230,11,230,6.7,603,1,149,15.9,96,10.9,342,18.8,532,19.9,359,4.2,1250,14.6,429,15.3
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,Camden,(573) 348-8000,0,194,-8,7/1/17,12/1/19,194,-8,245,-3.5,350,-18.7,1524,18.9,141,12.2,141,7,477,1,194,16.2,42,13,176,19.1,245,22.2,115,4.2,623,14.4,350,16.2
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,Jackson,(816) 282-5000,0,43,-11.8,7/1/17,12/1/19,43,-11.8,121,4.2,134,-6.8,667,15.7,27,11.5,27,6,132,1.3,43,16,0,0,78,19.5,121,22.1,262,4.6,463,16.2,134,17.8
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,Saint Charles,(636) 916-9000,0,59,-12.3,7/1/17,12/1/19,59,-12.3,267,25.7,369,43,765,17.4,0,0,0,0,303,0.8,59,16.6,0,0,159,19.5,267,22,246,4.1,654,15.5,369,18.1
260193,ST MARYS MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,Jackson,(816) 228-5900,0,79,-1.6,7/1/17,12/1/19,79,-1.6,132,-13.3,519,27.6,0,0,0,0,0,0,66,1.3,79,17.2,0,0,61,19.8,132,22.4,176,4.2,492,16,519,20.2
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,Polk,(417) 326-6000,0,67,-26.3,7/1/17,12/1/19,67,-26.3,96,-11.2,189,-7.6,659,16.6,0,0,0,0,153,1,67,15.6,0,0,75,18.4,96,21.2,155,3.4,280,15.5,189,18.5
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,Saint Charles,(636) 625-5200,0,142,17.4,7/1/17,12/1/19,142,17.4,511,-9.4,439,22.7,944,20,0,0,0,0,305,1.1,142,16,0,0,203,19.6,511,20.8,56,4,942,15.3,439,17.3
260209,FULTON MEDICAL CENTER LLC,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251,Callaway,(573) 642-3376,0,0,0,7/1/17,12/1/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118,Saint Louis City,(314) 865-7000,1,0,0,7/1/17,12/1/19,0,0,0,0,44,84.9,51,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,15.5,44,17.8
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,Cass,(816) 348-1236,1,0,0,7/1/17,12/1/19,0,0,77,59.8,150,26,383,16.6,33,11.9,33,5.7,109,1.2,0,0,0,0,104,21.2,77,25,159,4.6,388,15.9,150,18.4
260216,SAINT LUKE'S EAST  HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,MO,64086,Jackson,(816) 347-5000,0,188,-18.1,7/1/17,12/1/19,188,-18.1,811,-1.4,588,-14.9,506,15.1,0,0,0,0,406,1,188,15,0,0,298,19.9,811,22.2,450,4.8,1569,15,588,16.4
260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,O FALLON,MO,63368,Saint Charles,(636) 344-1000,1,0,0,7/1/17,12/1/19,0,0,88,49.7,130,5.5,412,15.7,0,0,0,0,117,0.7,0,0,0,0,78,19,88,24.2,163,4.5,242,14.8,130,16.1
